tipoProducto,codigoDncp,nombre,estado,codigo,mapa,clasificadorProducto,subclasificadorProducto,concentracion,formaFarmaceutica,presentacion,codigoGrupoFarmacologico,nombreGrupoFarmacologico,codigoSubgrupoFarmacologico,nombreSubgrupoFarmacologico,tipoAdquisicion,id
"MEDICAMENTO","51101562-002","OXACILINA","HABILITADO","2422","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","1 G __","INYECTABLE","FRASCO AMPOLLA","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47315",
"MEDICAMENTO","51182203-001","OXITOCINA","HABILITADO","2426","false","PREPARADOS HORMONALES SISTEMICOS","MEDICAMENTO -HORMONAS HIPOFISARIAS E HIPOTALÁMICAS Y SUS ANÁLOGOS","5 UI/ML __","INYECTABLE","AMPOLLA 1ML","H","PREPARADOS HORMONALES SISTEMICOS","1","MEDICAMENTO -HORMONAS HIPOFISARIAS E HIPOTALÁMICAS Y SUS ANÁLOGOS","LISTADO BASICO","47316",
"MEDICAMENTO","51152009-001","PANCURONIO","HABILITADO","2430","false","SISTEMA MUSCULOESQUELETICO","MEDICAMENTO -RELAJANTES MUSCULARES","2 MG / ML __","INYECTABLE","AMPOLLA X 2 ML","M","SISTEMA MUSCULOESQUELETICO","3","MEDICAMENTO -RELAJANTES MUSCULARES","LISTADO BASICO","47317",
"MEDICAMENTO","51142001-002","PARACETAMOL (ACETAMINOFENO)","HABILITADO","2431","false","SISTEMA NERVIOSO","MEDICAMENTO -ANALGÉSICOS","500 MG __","COMPRIMIDO","BLISTER X 10","N","SISTEMA NERVIOSO","2","MEDICAMENTO -ANALGÉSICOS","LISTADO BASICO","47318",
"MEDICAMENTO","51142001-001","PARACETAMOL (ACETAMINOFENO)","HABILITADO","2432","false","SISTEMA NERVIOSO","MEDICAMENTO -ANALGÉSICOS","200MG/5 ML __","LIQUIDO ORAL","FRASCO GOTERO X 10 ML","N","SISTEMA NERVIOSO","2","MEDICAMENTO -ANALGÉSICOS","LISTADO BASICO","47319",
"MEDICAMENTO","51141605-001","PAROXETINA (CLORHIDRATO)","HABILITADO","2433","false","SISTEMA NERVIOSO","MEDICAMENTO -PSICOANALÉPTICOS","20 MG __","COMPRIMIDO","BLISTER X 10","N","SISTEMA NERVIOSO","6","MEDICAMENTO -PSICOANALÉPTICOS","LISTADO BASICO","47320",
"MEDICAMENTO","51101715-003","PERMETRINA","HABILITADO","2434","false","ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES","MEDICAMENTO -ECTOPARASITICIDAS, INCL. ESCABICIDAS, INSECTICIDAS Y REPELENTES","0,01 __","LOCION","FRASCO","P","ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES","3","MEDICAMENTO -ECTOPARASITICIDAS, INCL. ESCABICIDAS, INSECTICIDAS Y REPELENTES","LISTADO BASICO","47321",
"MEDICAMENTO","51142205-001","PETIDINA (MEPERIDINA) CLORHIDRATO","HABILITADO","2436","false","SISTEMA NERVIOSO","MEDICAMENTO -ANALGÉSICOS","50 MG/ML __","INYECTABLE","AMPOLLA","N","SISTEMA NERVIOSO","2","MEDICAMENTO -ANALGÉSICOS","LISTADO BASICO","47322",
"MEDICAMENTO","51101561-002","PIPERACILINA+TAZOBACTAM","HABILITADO","2437","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","4 G + 500 MG __","INYECTABLE","FRASCO AMPOLLA","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47323",
"MEDICAMENTO","51181713-002","PREDNISONA","HABILITADO","2444","false","PREPARADOS HORMONALES SISTEMICOS","MEDICAMENTO -CORTICOESTEROIDES PARA USO SISTÉMICO","5 MG __","COMPRIMIDO","BLISTER X 10","H","PREPARADOS HORMONALES SISTEMICOS","2","MEDICAMENTO -CORTICOESTEROIDES PARA USO SISTÉMICO","LISTADO BASICO","47324",
"MEDICAMENTO","5117191-001","RANITIDINA","HABILITADO","2457","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -AGENTES PARA EL TRATAMIENTO DE ALTERACIONES CAUSADAS POR ÁCIDOS","50 MG __","INYECTABLE","AMPOLLA","A","TRACTO ALIMENTARIO Y METABOLISMO","2","MEDICAMENTO -AGENTES PARA EL TRATAMIENTO DE ALTERACIONES CAUSADAS POR ÁCIDOS","LISTADO BASICO","47325",
"MEDICAMENTO","51191905-020","RETINOL (VITAMINA A)","HABILITADO","2461","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -VITAMINAS","50.000 A 100.000 UI __","CAPSULA BLANDA","BLISTER X 10","A","TRACTO ALIMENTARIO Y METABOLISMO","11","MEDICAMENTO -VITAMINAS","LISTADO BASICO","47326",
"MEDICAMENTO","51161508-002","SALBUTAMOL","HABILITADO","2468","false","SISTEMA RESPIRATORIO","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS","5 MG/ML __","SOLUCION PARA NEBULIZACION","FRASCO","R","SISTEMA RESPIRATORIO","3","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS","LISTADO BASICO","47327",
"MEDICAMENTO","51161508-003","SALBUTAMOL","HABILITADO","2469","false","SISTEMA RESPIRATORIO","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS","100 MCG/DOSIS __","AEROSOL 200 DOSIS","FRASCO","R","SISTEMA RESPIRATORIO","3","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VÍAS RESPIRATORIAS","LISTADO BASICO","47328",
"MEDICAMENTO","51191906-001","SALES DE REHIDRATACION ORAL (SRO)","HABILITADO","2471","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -ANTIDIARREICOS, ANGENTES ATIINFLAMATORIOS/ANTIINFECCIOSOS INTESTINALES","FORMULA ESTANDAR OMS __","POLVO ORAL","SOBRE","A","TRACTO ALIMENTARIO Y METABOLISMO","7","MEDICAMENTO -ANTIDIARREICOS, ANGENTES ATIINFLAMATORIOS/ANTIINFECCIOSOS INTESTINALES","LISTADO BASICO","47329",
"MEDICAMENTO","51142942-001","SEVOFLURANO (TRIFLUOROMETIL ETIL)","HABILITADO","2473","false","SISTEMA NERVIOSO","MEDICAMENTO -ANESTÉSICOS","100 % _","SOLUCION PARA INHALACION","FRASCO 250ML","N","SISTEMA NERVIOSO","1","MEDICAMENTO -ANESTÉSICOS","LISTADO BASICO","47330",
"MEDICAMENTO","51171505-010","SIMETICONA","HABILITADO","2474","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","0,1 __","LIQUIDO ORAL","FRASCO","A","TRACTO ALIMENTARIO Y METABOLISMO","3","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","LISTADO BASICO","47331",
"MEDICAMENTO","51191601-003","SOLUCION DEXTROSA","HABILITADO","2476","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","5 % _","INYECTABLE","FRASCO 500ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47332",
"MEDICAMENTO","51191601-003","SOLUCION DEXTROSA","HABILITADO","2477","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","5 % _","INYECTABLE","FRASCO 1000ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47333",
"MEDICAMENTO","51191601-001","SOLUCION DEXTROSA HIPERTONICA","HABILITADO","2478","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","0,5 __","INYECTABLE","AMPOLLA 20ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47334",
"MEDICAMENTO","51191601-001","SOLUCION DEXTROSA HIPERTONICA","HABILITADO","2481","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","10 %","INYECTABLE","FRASCO 500ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47335",
"MEDICAMENTO","51191602-002","SOLUCION FISIOLOGICA (CLORURO DE SODIO)","HABILITADO","2486","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","0,9 %","INYECTABLE","AMPOLLA X 10 ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47336",
"MEDICAMENTO","51191602-002","SOLUCION FISIOLOGICA (CLORURO DE SODIO)","HABILITADO","2489","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","0,9 %","INYECTABLE","FRASCO 1000ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47337",
"MEDICAMENTO","51191509-002","SOLUCION MANITOL","HABILITADO","2490","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","15 %","INYECTABLE","FRASCO 500ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47338",
"MEDICAMENTO","51191509-002","SOLUCION MANITOL","HABILITADO","2491","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","15 %","INYECTABLE","FRASCO 1000ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47339",
"MEDICAMENTO","51191604-001","SOLUCION RINGER CON LACTATO","HABILITADO","2492","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","NA 130 MEQ/I, K 4 MEQ/I CA 3 MEQ/I , CL 109,7 MEQ/I LACTATO 28 MEQ/I __","INYECTABLE","FRASCO 500ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47340",
"MEDICAMENTO","51191604-001","SOLUCION RINGER CON LACTATO","HABILITADO","2493","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","NA 130 MEQ/I, K 4 MEQ/I CA 3 MEQ/I , CL 109,7 MEQ/I LACTATO 28 MEQ/I __","INYECTABLE","FRASCO 1000ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47341",
"MEDICAMENTO","51151916-001","SUCCINILCOLINA","HABILITADO","2494","false","SISTEMA MUSCULOESQUELETICO","MEDICAMENTO -RELAJANTES MUSCULARES","20 -25 MG/ML __","INYECTABLE","AMPOLLA","M","SISTEMA MUSCULOESQUELETICO","3","MEDICAMENTO -RELAJANTES MUSCULARES","LISTADO BASICO","47342",
"MEDICAMENTO","51101508-011","SULFADIAZINA DE PLATA","HABILITADO","2501","false","DERMATOLOGICOS","MEDICAMENTO -ANTIBIÓTICOS PARA USO DERMATOLÓGICO","1 % _","CREMA","FRASCO","D","DERMATOLOGICOS","6","MEDICAMENTO -ANTIBIÓTICOS PARA USO DERMATOLÓGICO","LISTADO BASICO","47343",
"MEDICAMENTO","51171606-002","SULFATO DE MAGNESIO","HABILITADO","2506","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","50% (0,5 G / 1 ML) __","INYECTABLE","AMPOLLA X 10 ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47344",
"MEDICAMENTO","51131503-005","SULFATO FERROSO (HIERRO ELEMENTAL) + ACIDO FOLICO","HABILITADO","2507","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -PREPARADOS ANTIANÉMICOS","125 - 350 MGR + 0.5 - 1 MGR __","COMPRIMIDO","BLISTER X 10","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","3","MEDICAMENTO -PREPARADOS ANTIANÉMICOS","LISTADO BASICO","47345",
"MEDICAMENTO","51111809-001","TAMOXIFENO","HABILITADO","2512","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -TERAPIA ENDÓCRINA","20 MG __","COMPRIMIDO","BLISTER X 10","L","ANTINEOPLASICOS E INMUNOMODULARES","2","MEDICAMENTO -TERAPIA ENDÓCRINA","LISTADO BASICO","47346",
"MEDICAMENTO","51142921-001","TIOPENTAL SODICO","HABILITADO","2520","false","SISTEMA NERVIOSO","MEDICAMENTO -ANESTÉSICOS","1 G __","INYECTABLE","FRASCO AMPOLLA","N","SISTEMA NERVIOSO","1","MEDICAMENTO -ANESTÉSICOS","LISTADO BASICO","47347",
"MEDICAMENTO","51101582-003","TOBRAMICINA","HABILITADO","2522","false","ORGANOS DE LOS SENTIDOS","MEDICAMENTO -OFTALMOLÓGICOS","0,003 __","SOLUCION OFTALMICA","FRASCO GOTERO","S","ORGANOS DE LOS SENTIDOS","1","MEDICAMENTO -OFTALMOLÓGICOS","LISTADO BASICO","47348",
"MEDICAMENTO","51101591-001","VANCOMICINA","HABILITADO","2537","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","1 G __","INYECTABLE","FRASCO AMPOLLA","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47349",
"MEDICAMENTO","51171630-001","VASELINA SOLIDA","HABILITADO","2539","false","DERMATOLOGICOS","MEDICAMENTO -EMOLIENTES Y PROTECTORES","","SOLIDA","FRASCO","D","DERMATOLOGICOS","2","MEDICAMENTO -EMOLIENTES Y PROTECTORES","LISTADO BASICO","47350",
"MEDICAMENTO","51111813-001","VINCRISTINA","HABILITADO","2542","false","ANTINEOPLASICOS E INMUNOMODULARES","MEDICAMENTO -ANTINEOPLÁSICOS","1 MG/ML __","INYECTABLE","FRASCO AMPOLLA","L","ANTINEOPLASICOS E INMUNOMODULARES","1","MEDICAMENTO -ANTINEOPLÁSICOS","LISTADO BASICO","47351",
"MEDICAMENTO","","CLORPROMAZINA 100 MG","HABILITADO","2556","false","","","100 MG _","COMPRIMIDO","BLISTER","","","","","DONACION","47352",
"MEDICAMENTO","","DICLOFENAC SODICO","HABILITADO","2557","false","","","50 MG  __","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47353",
"MEDICAMENTO","51191510-002","FUROSEMIDA","HABILITADO","2558","false","SISTEMA CARDIOVASCULAR","MEDICAMENTO -DIURÉTICOS"," 20 MG __","SOLUCIÓN INYECTABLE","AMPOLLA 1ML","C","SISTEMA CARDIOVASCULAR","3","MEDICAMENTO -DIURÉTICOS","LISTADO BASICO","47354",
"MEDICAMENTO","51101582-003","TOBRAMICINA","HABILITADO","2559","false","ORGANOS DE LOS SENTIDOS","MEDICAMENTO -OFTALMOLÓGICOS","0.3 % _","SOLUCION OFTALMICA","FRASCO GOTERO X 10 ML","S","ORGANOS DE LOS SENTIDOS","1","MEDICAMENTO -OFTALMOLÓGICOS","LISTADO BASICO","47355",
"MEDICAMENTO","","DEXTROSA ISOTONICA","DESHABILITADO","2561","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","5 % _","SOLUCIÓN INYECTABLE","ENV. PLASTICO X 500 ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47356",
"MEDICAMENTO","","BROMAZEPAM","DESHABILITADO","2562","false","","","6 MG __","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47357",
"MEDICAMENTO","","METRONIDAZOL","HABILITADO","2566","false","","","5 MG/ML __","SOLUCIÓN INYECTABLE","FRASCO AMPOLLA","","","","","DONACION","47358",
"MEDICAMENTO","","FENTANILO (CITRATO)","HABILITADO","2568","false","SISTEMA NERVIOSO","MEDICAMENTO -ANESTÉSICOS","0.1 MG _","INYECTABLE","AMPOLLA X 2 ML","N","SISTEMA NERVIOSO","1","MEDICAMENTO -ANESTÉSICOS","LISTADO BASICO","47359",
"MEDICAMENTO","","FENTANILO (CITRATO)","HABILITADO","2569","false","SISTEMA NERVIOSO","MEDICAMENTO -ANESTÉSICOS","0,05 MG/ML _","INYECTABLE","AMPOLLA X 1 ML","N","SISTEMA NERVIOSO","1","MEDICAMENTO -ANESTÉSICOS","LISTADO BASICO","47360",
"MEDICAMENTO","","DOMPERIDONA","HABILITADO","2571","false","TRACTO ALIMENTARIO Y METABOLISMO","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","10 MG / 3 ML _","INYECTABLE","AMPOLLA X 3 ML","A","TRACTO ALIMENTARIO Y METABOLISMO","3","MEDICAMENTO -AGENTES CONTRA PADECIMIENTOS FUNCIONALES DEL ESTÓMAGO E INSTESTINO","LISTADO BASICO","47361",
"MEDICAMENTO","","BENZALCONIO CLORURO C/ NITRITO","DESHABILITADO","2573","false","","","100 MG _","SOLUCION","FCO. INCOL. PEAD X 1 L","","","","","DONACION","47362",
"MEDICAMENTO","","LEVOTIROXINA","HABILITADO","2577","false","PREPARADOS HORMONALES SISTEMICOS","MEDICAMENTO -TERAPIA TIROIDEA","50 MG __","COMPRIMIDO","BLISTER","H","PREPARADOS HORMONALES SISTEMICOS","3","MEDICAMENTO -TERAPIA TIROIDEA","LISTADO BASICO","47363",
"MEDICAMENTO","51191601-001","SOLUCION DEXTROSA HIPERTONICA","HABILITADO","2578","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","50 %","SOLUCION","SOL. INY. AMP. X 20 ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47364",
"MEDICAMENTO","","IODOPOVIDONA","HABILITADO","2579","false","DERMATOLOGICOS","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","10 G / 100 ML _","SOLUCION","FCO. OSC. PEAD X 1 L","D","DERMATOLOGICOS","8","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","LISTADO BASICO","47365",
"MEDICAMENTO","","IBUPROFENO","HABILITADO","2580","false","","","100 MG/5 ML __","SOLUCION","FCO. PEAD X 90 ML","","","","","DONACION","47366",
"MEDICAMENTO","","IODOPOVIDONA","HABILITADO","2588","false","DERMATOLOGICOS","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","7.5% _","JABON LIQUIDO","FRASCO 250 ML","D","DERMATOLOGICOS","8","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","LISTADO BASICO","47367",
"MEDICAMENTO","","IODOPOVIDONA","HABILITADO","2589","false","DERMATOLOGICOS","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","7.5% _","JABON LIQUIDO","FRASCO X 1000 ML","D","DERMATOLOGICOS","8","MEDICAMENTO -ANTISÉPTICOS Y DESINFECTANTES","LISTADO BASICO","47368",
"MEDICAMENTO","","HALOPERIDOL RSA","HABILITADO","2591","false","","","10 MG _","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47369",
"MEDICAMENTO","51181501-001","ACARBOSA","DESHABILITADO","2592","false","","","50 MG __","COMPRIMIDO","BLISTER","","","","","DONACION","47370",
"MEDICAMENTO","","DEXAMETASONA","HABILITADO","2594","false","","","8 MG _","COMPRIMIDO","BLISTER","","","","","DONACION","47371",
"MEDICAMENTO","","RISPERIDONA RSA","HABILITADO","2595","false","","","1 MG __","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47372",
"MEDICAMENTO","","CITALOPRAM","HABILITADO","2596","false","SISTEMA NERVIOSO","MEDICAMENTO -OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO"," 20 MG __","COMPRIMIDO","BLISTER","","SISTEMA NERVIOSO","","MEDICAMENTO -OTRAS DROGAS QUE ACTÚAN SOBRE EL SISTEMA NERVIOSO","DONACION","47373",
"MEDICAMENTO","51102301-001","ACICLOVIR","DESHABILITADO","2597","false","","","800 MG _","COMPRIMIDO","BLISTER","","","","","DONACION","47374",
"MEDICAMENTO","","FORMULA P/ DIABETICOS P/ NUTRICIÓN ENTERAL","HABILITADO","2598","false","","","7.5% _","LIQUIDO","FRASCO X 1000 ML","","","","","DONACION","47375",
"MEDICAMENTO","51161508-001","SALBUTAMOL","HABILITADO","2599","false","","","2 MG / 5 ML _","LIQUIDO ORAL","FRASCO 120 ML","","","","","DONACION","47376",
"MEDICAMENTO","","BENZALCONIO CLORURO C/ NITRITO","DESHABILITADO","2600","false","","","1 GR / 100 ML _","SOLUCION","FCO. INCOL. PEAD X 1 L","","","","","DONACION","47377",
"MEDICAMENTO","","HIDROCLOROTIAZIDA","HABILITADO","2602","false","","","50 MG __","COMPRIMIDO","BLISTER X 10","","","","","DONACION","47378",
"MEDICAMENTO","51101562-002","OXACILINA","HABILITADO","2603","false","","","500 MG __","INYECTABLE","FRASCO AMPOLLA + SOLVENTE","","","","","DONACION","47379",
"MEDICAMENTO","","AMIKACINA","DESHABILITADO","2604","false","ANTIINFECCIOSOS PARA USO SISTEMICO","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","100 MG / 2 ML _","SOLUCIÓN INYECTABLE","FRASCO AMPOLLA + SOLVENTE","J","ANTIINFECCIOSOS PARA USO SISTEMICO","1","MEDICAMENTO -ANTIBACTERIANOS PARA USO SISTÉMICO","LISTADO BASICO","47380",
"MEDICAMENTO","","CEFUROXIME","DESHABILITADO","2605","false","","","750 MG __","INYECTABLE","FRASCO AMPOLLA","","","","","DONACION","47381",
"MEDICAMENTO","","GLIBENCLAMIDA","HABILITADO","2606","false","",""," 5 MG __","COMPRIMIDO","BLISTER","","","","","DONACION","47382",
"MEDICAMENTO","","ALPRAZOLAM","DESHABILITADO","2607","false","","","0,5 MG __","COMPRIMIDO","BLISTER","","","","","DONACION","47383",
"MEDICAMENTO","","DIPIRONA (METAMIZOL SODICO)","HABILITADO","2608","false","",""," 500 MG  __","COMPRIMIDO","COMPRIMIDO","","","","","DONACION","47384",
"MEDICAMENTO","","PENTOXIFILINA","HABILITADO","2609","false","","","100 MG/5ML __","INYECTABLE","FRASCO AMPOLLA","","","","","DONACION","47385",
"MEDICAMENTO","","PROMETAZINA","HABILITADO","2610","false","","","50 MG __","INYECTABLE","AMPOLLA","","","","","DONACION","47386",
"MEDICAMENTO","51142934-003","KETAMINA (CLORHIDRATO)","HABILITADO","2612","false","SISTEMA NERVIOSO","MEDICAMENTO -ANESTÉSICOS","5 MG / ML _","INYECTABLE","FRASCO AMPOLLA 10 ML","N","SISTEMA NERVIOSO","1","MEDICAMENTO -ANESTÉSICOS","LISTADO BASICO","47387",
"MEDICAMENTO","51142919-001","ISOFLURANO","HABILITADO","2613","false","SISTEMA NERVIOSO","MEDICAMENTO -ANESTÉSICOS","100 % _","SOLUCION INHALATORIA","FRASCO 100 ML","N","SISTEMA NERVIOSO","1","MEDICAMENTO -ANESTÉSICOS","LISTADO BASICO","47388",
"MEDICAMENTO","42161507-001","SOLUCION DEXTROSA PARA DIALISIS PERITONEAL","HABILITADO","2614","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","4.25 % _","SOLUCIÓN INYECTABLE","FRASCO X 2500 ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47389",
"MEDICAMENTO","42161507-001","SOLUCION DEXTROSA PARA DIALISIS PERITONEAL","HABILITADO","2615","false","SANGRE Y ORGANOS FORMADORES DE SANGRE","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","1.5 % _","SOLUCIÓN INYECTABLE","FRASCO X 2500 ML","B","SANGRE Y ORGANOS FORMADORES DE SANGRE","5","MEDICAMENTO -SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PERFUSIÓN","LISTADO BASICO","47390",
"MEDICAMENTO","51141903-001","CARBONATO DE LITIO","HABILITADO","2617","false","SISTEMA NERVIOSO","MEDICAMENTO -PSICOLÉPTICOS","300 MG __","COMPRIMIDO","UNIDAD","N","SISTEMA NERVIOSO","5","MEDICAMENTO -PSICOLÉPTICOS","LISTADO BASICO","47391",
"MEDICAMENTO","","RIFAMPICINA","HABILITADO","2618","false","","","300 MG __","COMPRIMIDO","BLISTER","","","","","DONACION","47392",
"MEDICAMENTO","","FORMOL","HABILITADO","2619","false","","","40 % _","SOLUCION","FRASCO X 1000 ML","","","","","DONACION","47393",
"MEDICAMENTO","51171630-001","VASELINA SOLIDA","HABILITADO","2620","false","DERMATOLOGICOS","MEDICAMENTO -EMOLIENTES Y PROTECTORES","","SOLIDA","POTE X 1000 GR","D","DERMATOLOGICOS","2","MEDICAMENTO -EMOLIENTES Y PROTECTORES","LISTADO BASICO","47394",
"MEDICAMENTO","","METIL BROMURO DE HOMATROPINA","HABILITADO","2621","false","","","200 MG __","SOLUCION ORAL","FRASCO GOTERO","","","","","DONACION","47395",
